Rating,Review_Text,Usability,Price,Size,Service,Quality,Aspect_Terms,Aspect_Sentiment
0,"complicated: i still haven't figured out how to put this light together. when i do, the wires appear very delicate and i doubt it will even work. the directions are atrocious. but at least it doesn't require batteries, so you can feel good about not destroying the environment too much.",work,,,,delicate,"work,delicate",MIXED
0,"junk: this thing is nothing but s piece of junk it came broke,didnt,work i wouldnt of rated it but i had to:[do not buy this iteam-it is nothing but a piece of junk",work,,,,broke,"work,broke",MIXED
0,ugh: the packaging was coming off the back of the package and the box it was in was distorted. i wanted to give this as a christmas present but it doesn't even look new!,,,,packaging,,packaging,NEGATIVE
1,"the only boots my husband will wear: these boots are very well made. my husband wears them for work and he loves them. they hold up well even with every day wear, got a year+ out of the last pair. he also says they are very comfortable.","wear,hold,comfortable",,,,,"wear,hold,comfortable",POSITIVE
0,"piece of junk!: this would be a nifty little contraption if it wasn't for the fact that you can't change the top -- my primary impetus for buying it.i have a handspring visor and lost my stylus. i didn't want to pay for shipping on a new stylus 3-pack from handspring, so i went to best buy and purchased this instead. not only can you not change the top so that it fits in the visor properly, but now the entire headpiece falls out constantly so that the bottom part of the stylus gets stuck in the stylus-holder. oh, and did i mention that the light function only works part of the time?not worth your time or effort.",works,pay,fit,shipping,,"works,pay,fit,shipping",MIXED
1,"works and is easy to use: you drop a fixed number of drops into a fixed amount of water, as measured in the enclosed test tube up to the given line. the number of drops to use is listed right on the bottle. after a few minutes, you compare the color of the water to the color chart on a card, which gives you your nitrite level. it's plenty easy and effective.it could be even easier if the chart was on the bottle (no need for that extra card lying around), or if there was a test where you just stuck a gauge in some water and got the value, but i've never seen anything like that that doesn't expire at some point.","works,use,effective",,measured,,,"works,use,effective,measured",POSITIVE
1,"great buy!: this item arrived well packed and undamaged. it looks exactly like the picture, was fairly easy to assemble and is sturdy and well made. of course, it is an ""assembly required"" piece of furniture, but once put together, it looks like a really nice quality piece. my daughter loves it. it is sized for a child, and is too small for an adult. i think she'll be able to use it through age 11 or 12. it also has a convenient hole in the back of the hutch for her computer wire to poke through. i looked at this item everywhere including ebay, and amazon was the cheapest of all. the chair comes included, so don't buy an extra chair separately!","assemble,use",cheapest,small,packed,"quality,undamaged","assemble,use,cheapest,small,packed,quality,undamaged",POSITIVE
1,"great desk!: this is the best kids' desk you will find for the money. i can almost guarantee that! it comes well packaged and requires very little assembly. the wood is solid, not the cheap particle board you find in most big box stores.",assembly,"money,cheap",,packaged,solid,"assembly,money,cheap,packaged,solid",POSITIVE
1,great desk and a great buy! thanks amazon:): we bought this desk for my seven year old daughter to keep her lap top on and to do homework. it was not to disappoint. the desk is perfect size for her to sit and work. very high quality and easy to put together. i would highly recommend this product to others?,,,size,,quality,"size,quality",POSITIVE
1,"love kidkraft: i love this desk! in fact, i have two! one for my daughter and one for my son. they are beautiful, flawless and go together easily. they are sturdy and should last a many years. so happy with this purchase!",easy to put,,,,sturdy,"easy to put,sturdy",POSITIVE
1,"great value for less money: i searched hi and low for a desk that would work in my son's small room -- i wanted a desk made of wood and available in honey finish to match his other furniture with a small hutch (as a large hutch wouldn't work)...and at a reasonable price. the kidcraft avalon desk is perfect! i took off one star because i didn't realize how short it was - ok for my 9 yr old son now, but as he grows up i'm afraid he will outgrow the desk. it would be great if kidcraft offered taller replacement legs so that the desk could be raised higher as your child grows. i feel the desk is sturdy enough to go off with my child to college if were not for the short height! dear kidcraft...please make taller replacement legs so that the desk can be ""normal"" desk height for later years, making is a ""teen""kraft desk ;-). thanks.",work,"money,price","small,short",,sturdy,"work,money,price,small,short,sturdy",POSITIVE
1,"very nice: this desk is definitely worth the money. my daughter wanted a white desk with a hutch and had picked out many over [...] not including the chair. i ordered this one without her knowing and at first she was upset because the hutch is not that big. but once it was assembled she loves it. she is 8 and loves the little cubbies in the hutch. everything is packaged nicely and there was not one scratch or ding or funny smells. the hardware had everything you needed (no extras) in separate baggies for the chair and desk. i put it together myself in about 1 hour. we did replace the knob with a blue glass knob from the hardware store just to make it a little more unique i guess and it looks great. with free supersaver shipping and no sales tax, there is no better buy out there. trust me, i have looked!",assembled,money,big,"packaged,shipping",smells,"assembled,money,big,packaged,shipping,smells",POSITIVE
1,very satisfied: i was very pleased with this desk and chair- was able to assemble it fairly easy and now my daughter is enjoying it very much- the desk is quite sturdy and the chair is strong- the delivery of my product was expedited quickly- thank you very much,assemble,,,delivery,strong,"assemble,delivery,strong",POSITIVE
1,"great value for good quality product: love this desk and chair set. bought it for my kg'er who is enjoying using it for his arts and crafts projects as well as for homework. it is good quality, took less than an hour to put together and definitely sturdy material - this coming from a mom of a very rambunctious 5yr old. the only thing is that i can see my kid growing out of it in 2 or 3 yrs. it's not very high and the chair is small, so is more catered to younger kids, i would say probably 8yrs and younger.",using,,"high,small",,"quality,material","using,high,small,quality,material",POSITIVE
0,"cheap and dangerous: though i've had this only about a month, it is starting to go. it puts shards of sharp plastic in the food. (from searching the net on this, i find that my experience is not unique, either.)do not buy.other better brands include unicorn (recommended by a famous cooking magazine), peugeot, firth, and william bounds.",,cheap,,,plastic,"cheap,plastic",NEGATIVE
0,skip it - buy the full sized version: this one makes too small and too fine a grind of pepper to be useful in cooking. you'll be cranking away on this thing for ten minutes before you get enough crushed pepper to flavor anything.,useful,,"small,sized",,,"useful,small,sized",MIXED
0,slow: i bought this grinder because it could be operated with one hand. however i was very disappointed in the volume of pepper it puts out per squeeze. if you are looking for a good wrist strength training exerciser this is your grinder.,operated,,,,,operated,MIXED
0,"cheesy, dangerous gadget,: i've had the smaller model only about a month. nevertheless, it is starting to go. it puts shards of sharp plastic in the food. (from searching the net on this, i find that my experience is not unique, either.)not recommended.better brands include firth, unicorn's magnum and magnum plus, william bounds, and peugeot.",,,smaller,,plastic,"smaller,plastic",NEGATIVE
0,"don't buy it !: this pepper mill does not work well at all, it takes a lot of hand crunching to get the pepper ground and the refill 'twist off' plastic cap on the bottom on mine does not even open.the lip of the plastic cap hits the side of the pepper mill plastic body not allowing the refill cap to come off ! i used it until it ran out of pepper and that's it. writing the manufacturer to get a refund. shoddy construction. get yourself a good old-fashioned wooden pepper mill.",work,,,"refund,manufacturer",plastic,"work,refund,manufacturer,plastic",MIXED
0,"hard to clean: we had to buy a new lunchbox for our son after 2 months (a different brand, machine-washable) because this one is way too hard to clean. i have turned it completely inside out, scrubbed between all the cracks, and still food is stuck in the seams andthreads. it is very durable, but we can't get rid of the smell or stains with a reasonable amount of effort.",scrubbed,,,,durable,"scrubbed,durable",MIXED
1,"crocodile creek wild animals lunchbox: i love crocodile creek lunchboxes! they are perfect for kindergarten and 1st grade children since they don't require as much lunch as an older child may. it can even hold a thermos drink cup or soup cup.this lunchbox has held up wonderfully thru an entire year of daily lunches, being thrown around in class, smashed in packpacks and drug across lunch tables. i highly recommend this product to anyone with younger children.",hold,,,,,hold,POSITIVE
1,"cute lunchbox: love the wild animals lunchbox. it's more like - zoo animals.it has a good, thick amount of insulation and is free of harmful plastics, etc. it's also a lot roomier than your average lunchbox and i like this because it leaves extra room for more freezer blocks to keep everything very cold. we also send two drinks, one for lunch and one for snacktime and the extra room is great!i agree with others about this being difficult to clean, so we send a paper plate and have the little one eat outside of the lunchbox, so we don't wind up with crumbs, etc inside the interior seams, problem solved.it's also nice to have a lunchbox that not every kid has, so he knows which one is his. this will probably last the entire school year and that's good for a fabric lunchbox. i would buy this again and will get another next year.",,,,,"thick,fabric","thick,fabric",POSITIVE
1,"love this!: this thing is freakin awesome! you can stand it up, lay it down, or rearrange to your liking. they are sturdy enough to hold several things: shoes, baby bags, blanky, and more! i use them as cubbies for my kids so they can stuff the things that we take with us everyday in there. i love it, and i am planning on getting more.",use,,,,sturdy,"use,sturdy",POSITIVE
0,poor quality products by rooster llc: this cell phone holder is one of the poorest in quality i have ever seen. the velcro or hook and loop come un-sewn leaving your cell phone free to fall to the ground. i wouldn't recommend mcguire-nicholas products to anyone. their products are some of the poorest made products on the market.,,,,,"quality,poorest","quality,poorest",NEGATIVE
0,"d'oh: every year i think we get going too quickly and make an impulse buy that's foolish. this was our purchase this year. thankfully we got a 50% credit for making the purchase (not sure what promotion it was since i didn't see it) and we got $1 toward amazon mp3s. so our foolishness was credited, but before you buy this always remember that it airs on tv every year (in our case 3 days after we purchased it). if we had checked our tv guide we would have seen it and been able to record it for free. buyer beware.don't buy it.",,free,,,,"free,$",MIXED
1,the best table: this is a workhorse table with a guarantee---how can you go wrong? mine are used in a pottery studio where students can work on their clay creations. owned mine for more than five years and can't even think of a problem with these tables. they clean up well and are very sturdy. i like the leg design because i have yet to stub a toe on these tables. don't hesitate to get this line of products; you won't be sorry.,used,,,,sturdy,"used,sturdy",POSITIVE
1,"too firm for me: i bought this for a lot more money at the relax the back store. amazon has a much better price. i like the design of it but it has some flaws. the pillow case is hard to get onto the pillow and stretches taught right where i'd like to rest my head making it a bit uncomfortable. also the lower ""legs"" of the product are much too firm to have between my knees. it raises my leg up too high and hurts my hip. i'm 5'7"" so this isn't a problem of being too petite. a flat spot has formed within a few days where i have to lift it open to get in and out of bed. i still like it and haven't found anything comparable.",uncomfortable,"money,price,",high,,,"uncomfortable,money,price,high",POSITIVE
1,"helpful in early pregnancy: i am using this pillow now and about to enter my second trimester. i find the pillow to be comfortable and useful in training myself to sleep on my side. i actually find the pillow most comfortable upside down (with the connected piece at my feet). this allows me to use the side bolsters, elevate my feet, and use my own pillow.","comfortable,useful,use",,,,,"comfortable,useful,use",POSITIVE
1,"love it!: i originally purchased this for my pregnancy, as i was using 5+ pillows for support, and i was tired of chasing them as they fell off the bed all night long. i loved the support and have slept with it ever since. (i even take it with me on trips.) its great because of the refluff-able fill and because you can roll over and not have to move it. i have yet to wash it in the laundermat and see how it turns out.one con, because of its size, it can be difficult to fluff... do it in the morning while you have energy, not at night when you're ready to go to bed.",roll over,,size,,,"roll over,size",POSITIVE
1,"love it!: i am starting my fifth month of pregnancy and bought the pillow to get used to sleeping on my sides. at first, i was scared of the size and concerned it might bother my husband and my little dog that sleeps next to me. i tried it and absolutely loved it. my husband cuddles up next to it and my little dog uses the pillow as well and sleeps in it with me. we joke around about the size, but it is really comfortable. it is a must have during pregnancy.",comfortable,,size,,,"comfortable,size",POSITIVE
1,"exactly what i wanted: i looked at all the different types of body/pregnancy pillows on amazon and finally settled on this one. i am pregnant and have recently gotten to the point that i just cannot get comfortable in bed. i have had this pillow a week now and i absolutely love it. it was worth every penny. it's like sleeping in a nest, it supports me beautifully and its very comfortable.",comfortable,penny,,,,"comfortable,penny",POSITIVE
0,"helps . . . with reservations: this pillow is incredibly helpful for people who have difficulty getting comfortable in bed because it affords a variety of positions to relieve painful areas. but getting in bed can require some simple gymnastic maneuvers because the pillow is so thick and cumbersome. and getting out of bed also requires some special moves, especially if you have a high mattress. overall, not a simple process for a good nights sleep. the head area also compresses after a few nights of use and rearranging the filling is bothersome. because it's a considerable investment, i end up using it only occasionally.",comfortable,investment,high,,thick,"comfortable,investment,high,thick",MIXED
1,u body pillow: this allows my wife to have support on all sides during sleep. she now can sleep through the night with waking. this is an exellent buy and well worth the investment.,,investment,,,,investment,POSITIVE
0,"very disappointed, no cover: its very strange that the comfort-u pillow did not go with a cover. this is the 3rd comfort-u support pillow i have, and for the first 2 plain white cover was always included in the box at the same price$99.5.",,price,,box,,"price,box",NEGATIVE
0,"third one is now broken: i've now been through three of these cords. they seem to last around a year before just dying. the first two eventually had fatal connection issues with the piece that connects to the computer, however my third one has just died and is actually not getting any power from the wall. the little indicator just fades out, and now won't come on at all. yes it's a lot cheaper than the other cords, but i'm just not sure its better. i know lots of people have problems with the apple cords as well.",,cheaper,,,"broken,","cheaper,broken",NEGATIVE
1,just what that old computer needed: this adapter was just what we needed to put new life into our old mac. the power now stays on to allow for hours of use. it works great! thanks!,use,,,,,use,POSITIVE
1,"excellent!!!: great spare power supply, the only con' is the excess of heat generated when you use it for a long time... but works great!",use,,,,,use,POSITIVE
1,works like a charm: the only feature missing from the apple version of this is the light in the plug tip that confirms it is seated well and shows the charging status. i can live without it for the $70 i saved.,,,,missing,,"$,missing",POSITIVE
0,"junk: as others have experienced, mine starts a a charge/battery/charge cycle that is maddening, and probably no good at all for the battery. don't buy.not worth the money",,money,,,,money,NEGATIVE
0,"died after 4 months and tech support is horrible...: i read the reviews before purchasing this adapter, and i guess i simply got a dud. that happens, but the tech support is horrible. the support staff was very unhelpful and told me it would take weeks to replace.the other adapter replacements don't seem much better, given the poor reviews for kensington's model.just hope you don't get a dud.",,,,"tech staff,",,tech staff,NEGATIVE
1,"good, cheap product: this product is about half the price of that offered from apple. it does not have a charge light, but for me it isn't worth the price. product charges the battery, which is all i am looking for.",,"cheap,price",,,,"cheap,price",MIXED
0,"high pitched noise: i read reviews of this product before i bought it that mentioned that it makes a high pitched sound. i figured these reviewers probably had defective adapters. however, mine also makes a high pitched sound. it doesn't do it all the time, but i worry that as it gets older, the sound will get worse. although it charges my computer fine, if i could do it over again, i might pay the extra money and get a different brand...unless you don't mind high pitched noises.",,money,,mentioned,defective,"money,mentioned,defective",NEGATIVE
0,"mine broke after 6 months: my ac adapter broke down as well, the tip going into the computer simply fell out of the plastic plug. don't get it. it's basically $40 wasted.",,,,,broke,"$,broke",NEGATIVE
0,"the adapter shown is not the one that was shipped.: i received a different adapter so i cannot really tell you about the macally adapter. i received an adapter from inspire and it does not have the longer cord, the velcro strap or the led lights. but it does charge my computer and it arrived quickly.",,,longer,"shipped,",,"longer,shipped",MIXED
1,good cheap alternative: the only downside to this adapter vs. apple's is the lack of the light ring which tells you whether the computer is fully charged or not. otherwise it's a great deal!,,cheap,,lack,,"cheap,lack",MIXED
0,"update - adapter broke!: i take back my previous comments as now this adapter is dead, and much faster than my original one. i await macally's response to my request for a new one.",,,,response,broke,"response,broke",NEGATIVE
0,"problems: i have been very unhappy with this product because it:1) makes a high pitched buzz2) intermittently stops providing enough power causing my computer to constantly switch back and forth between battery and wall power.3) the cord is difficult to wrapi'll be trying to return it through the warranty process, but i wish i had just coughed up the [lots of] extra money to buy an apple one.",,money,,"return,warranty,",,"money,return,warranty",NEGATIVE
0,"quit working after a month: well, it was a good deal and seemed to work well for a month! but after the stated time it quit. i noticed that the charging/battery guage on the tool bar was flickering back and forth and noticed a quiet humming sound coming from the power adapter. since i live in eastern europe and someone brought this here from the us for me to use as a second adapter (to use at work) it will be hard to return. maybe it was a fluke, but now i'm down to the original adapter and no backup. hope you have better luck.","work,flickering",,,return,,"work,flickering,return",MIXED
0,"faulty product: i have been through two of these, each one only worked for a few months before going bad. after three months and only sporadic use, the first one i bought started cycling on-off continuously. this isn't apparent unless you are using it while plugged in, but the battery icon will show it is charging for a couple of seconds, then flip back to the battery icon for a couple of seconds and so on. i contacted the company, which confirmed it was faulty, so i sent it back to them for replacement. i received the replacement from macally and after a couple of months, the second one started doing the same thing. i have read this is a pretty common occurrence with this product. i suppose there is a reason that it's a third the cost of the apple product.",worked,cost,,"company,faulty",,"worked,cost,company,faulty",NEGATIVE
0,"defective product, bad service: i purchased this adapter to replace another ps-ac4 that worked for about 18 months before going belly up. this one lasted two weeks. i called macally and quickly got an rma number, then i overnighted the defective item to them. that was ten days ago, and i'm still waiting for the replacement to arrive.",worked,,,"service,,arrive",defective,"worked,service,arrive,defective",NEGATIVE
0,"good price... questionable quality: i bought this because it was a cheaper alternative to mac's (ridiculously priced)$80 charger. at first it worked pretty good, but about a week or two after i got it it seems to not be working like it should. i think there is some kind of warranty, so i should try and exchange it...but sometimes when it is plugged into my computer it will charge for one second, then stop for one second, charge for one second, stop for one second, etc. it still manages to charge the computer, but im not sure if all this on\off stuff is necessarily good for my computer...",working,"price,cheaper,",,"warranty,exchange",quality,"working,price,cheaper,$,warranty,exchange,quality",NEGATIVE
0,defective twice: i used one macally charger for my g4 for a month before it died and stopped charging my computer. amazon replaced the product and my second one lasted one day. i returned it and am now using an apple charger.,stopped,,,,defective,"stopped,defective",NEGATIVE
0,"check your package!: i read the reviews on this site and noticed that some said they received the wrong product. after looking at mine i noticed i too had been slipped the inspire adapter, not the macally that i ordered (which is far superior to the cheap knock off). i have been trying to contact clear av but they are never available..am off to contact amazon next.",,cheap,,"package,contact",,"cheap,package,contact",MIXED
0,"faulty product - horrible support: i plugged this item into my laptop and nothing happened. no power- nothing.when i unplugged this adapter the negative metal ring from the plug stayed lodged inside of my computer, i had to remove it with needle nose pliers.i had to call the company 5 times before getting a rep on the phone as i was continually placed in automated limbo for about 15 per call. the rep actually admitted to me that this happens alot because the rings are too small and fit to tight in the computers.i was really looking forward to saving some dough. but this adapter was surprisingly worse the the original that came with the computer.they are sending me return authorization.",stayed,,small,"company,return,faulty",,"stayed,small,company,return,faulty",NEGATIVE
1,save the money!: i got my second one of these recently. now i keep a charger at work and another at home so i don't have to carry them back and forth. the one at home has been in use for a year now with no problems; they're more durable than the apple ones at a fraction of the cost.,,money,,,durable,"money,durable",MIXED
0,junk junk junk: this charger is horrible. worked for long enough for me not to be able to get my money back from amazon. makes the screen blink while charging and flashes back and forth from charging to not charging. customer service at this company is horrible. after waiting two weeks for a response they wanted me to send it back before i get a new one. who knows how long that will take. i am probably going to have to trash this waste of money for the more expensive apple one. i guess you get what you pay for.,,"money,expensive",,"customer,service,response,waiting",,"money,expensive,customer,service,response,waiting",NEGATIVE
0,"bate and switch: we ordered the macally ps-ac4 power adapter and received an entirely different product from a differnt comany. as noted by other amazon shoppers we received th inspire m8482. this adapter is differnet in the following ways..instead of the 10'cord with a velcro wrapper, it has a short cord that leavesthe transformer hanging from the input of your computer. this will ultimately break the dc connection from the board..this is not repairable. their is no led power light as advertised leaving you wondering if it is on. it is clearly a cheap knck off and we are taken for idiots who might not recognize that. i am mad! i just went through a similar thing with overstock. months of emails, calls and waiting on hold...for a grain of satisfaction. it is insulting to think that these big companies have so little respect for us!",,cheap,short,"repairable,advertised,emails,calls,companies",,"cheap,short,repairable,advertised,emails,calls,companies",MIXED
0,"doesn't hold up to my backpack: i bought this adapter almost two years ago and it still works-kind of. the insulation on the area of the cable where it enters the brick has become damaged, exposing the outer wire. i taped it up, but there is always a connection issue, where the ac indicator at the top of the screen will often flash to battery power and then back to ac. i keep the ac adaptor in the front compartment of my backpack, so it sees some but not major abuse. i'm sure this won't be an issue if you aren't traveling with it, but i just thought i would relate my experience.","hold,works",,,,damaged,"hold,works,damaged",MIXED
0,"they are selling defective merchandise -- look at recent reviews!: i too have the same problem most recent reviewers have had: when i plug the charger in, it cycles between charging and not charging every two seconds. the computer doesn't end up charging.in addition, the version i have doesn't look like the picture on the amazon web site, and doesn't have the power led.clearly there is an epidemic of defective chargers. and we, the customer, have to go to the hassle of obtaining a return authorization and sending it back.i notified the seller. i am also going to notify amazon to research this topic, and take the product off the site until they can resolve the issue. other than this charger, my experience with amazon has been exemplary.i strongly suggest that if you too have bought one of these chargers and have had trouble with it, please post here.",,,,,defective,defective,NEGATIVE
0,"garbage product - stay far away: i read the first few reviews on here and decided this product was a good buy. i couldn't have been more wrong. after a few days of usage it started to charge for a second, then stop for a second, repeating on end. i've read some more reviews, and it seems this is a common problem. though it seems other people are satisfied with this product, so my advice would be to stay away from a product with such an evidently high percentage of lemons unless you feel like rolling the dice.",usage,,,,,usage,MIXED
1,"apple g4 power cord: i just bought my second one. we have 3 macs at our house and the cords do not hold up. i dreaded replacing them but i like my computer. i tried this the last time my cord went and it worked great, so when the most recent power cord fell apart i did not hesitate. it does the same job at a third of the price!",hold,price,,,,"hold,price",POSITIVE
0,"you'll be sorrry!: after 4.5 months, the adapter died. i contacted macally about the one year warranty and learned :1. the only way they will issue a refund is if the adapter causes a fire!2. i needed to send the adapter to the manufacturer in california for them to evaluate--i would be without a power cord for a week. they said the replacement adapter might be refurbished.ultimately, i went to the apple store and purchased a mac power cord.",,,,"contacted,warranty,refund,manufacturer,",,"contacted,warranty,refund,manufacturer",NEGATIVE
0,macally power cord: macally is a terrible company. not worth the money you save. i recently bought a power cord thru them that emits an electrical current thru my computer. they will only send me a replacement but won't give me my money back. not worth the risk. buy mac!macally ps-ac4 ac power adapter for apple g4,,money,,,,money,NEGATIVE
0,only lasts 6 months: i bought this power adapter and it worked just fine at first. i took good care of it and after about six months it just stopped working.,"worked,stopped,working",,,,,"worked,stopped,working",MIXED
0,"when it worked it was great: i had this charger for over two years. last week while it was plugged into my computer, it just died. no blue light no current. i ended up splicing the connector to my old frayed apple charger. the connector is much better than apple's.",plugged,,,,,plugged,MIXED
1,"better than mac's charger: like some other reviewers, the product i received did not look exactly like the one pictured. that's irritating. but, it functions perfectly, which is more than i can say for the expensive mac chargers.mac stores will tell you it's a ""myth"" that their chargers break. um... why is it then that me, my brother, three friends and several acquaintances have had this problem?",functions,expensive,,,break,"functions,expensive,break",POSITIVE
0,"works great... for about a month: everything the other reviews say about this product is largely true: the cord is thicker and more durable than the apple adapter, the brick doesn't get as unnervingly hot, you can deal with the fact that it's not powerful enough to be used as a power source... but one day it just mysteriously stops working. i bought this to replace my broken apple adapter and was generally very pleased with it, but about a month later i went to plug it in one day and it just wouldn't work. my laptop showed no connectivity, the little charge light on the brick didn't go on, and after tinkering with the thing at length i couldn't get anything to change. if you want a cheap, temporary replacement charger, i guess this would be fine. but for anything long-term it might just be worth shelling out $80 for something that at least lasts a year or two.","stops working,work","cheap,",,,"thicker,durable","stops working,work,cheap,$,thicker,durable",NEGATIVE
0,"really low quality: i bought this product when my original ac adapter was destroyed by my dog. even at the price i paid, this was an awful product. most of the time i had to spend forever to jiggle the connecter into my mac to get it to even stay connected, and then it would just spontaneously stop charging and i have to jiggle again. it's awful! i never had any problem like that w/ my original mac ac adapter. it's gotten so frustrating that i think i'm going to take a hammer and smash it into pieces. and technical support doesn't reply my inquiries. do not buy this product, even if it seems cheap! stay away from it! look around on craigslist and buy a used adapter instead. this adapter is garbage",,"price,paid",,"reply,inquiries",quality,"price,paid,reply,inquiries,quality",NEGATIVE
0,"great for a short term replacement...: i bought this to replace my 'falling apart' original charger. worked like a charm for 3 months, then i found my computer dying on me. the charging signal would change frequently from charging to not etc.. i ordered a new battery, as i thought it was on its way out. i downloaded coconutbattery, and that explained all i needed it to. it showed the charger as connected, but not charging. i scrounged up my old charger, hooked it up, and sure enough, connected and charging. it is without a doubt the macally charger. so i recommend it if you only plan on using it for 3 months or less. so not only am i out a charger, i ordered a battery for no reason.",worked,,,,,worked,MIXED
0,"power connector is not durable: adapter worked flawlessly for six months, then became intermittent. seems to be broken or shorted somewhere near the connector to the computer. even the ridiculously flimsy cord from apple lasted longer than six months, so i can't say i'm pleased. macally says they'll sell the connector cable separately for $17.00 which is not much of a bargain.",worked,,,,"durable,broken","worked,$,durable,broken",NEGATIVE
0,terrible product. broke twice. don't buy!!!: don't buy!!! this charger does not work. it broke twice before amazon told me they would not send me another. the customer service was excellent from amazon.,work,,,customer service,broke,"work,customer service,broke",NEGATIVE
0,"be wary of this charger: i was hoping for a cheaper replacement, but what i got was a charger that was not much more reliable than my previous apple charger.the problem with this connector is that it doesn't always seem to make a good connection with the computer. when this happens, it sends the computer into a powered-charging-battery loop. i have to fiddle with the connector to get it in just the right spot to keep a good connection. while this is only an annoyance to me, i wonder what it's doing to the internals of my computer.",,cheaper,,,reliable,"cheaper,reliable",MIXED
1,"power adapter for apple g4: the cord works great. it's not as cool looking as the apple adapter and it does not have the light indicator, thats all i can say bad about it. its $50 less than the apple one so go buy it.",works,,,,,"works,$",MIXED
1,"does the job: this is a solid replacement for apple's charger. it is light  and does the job it was intended to do. blue ""on"" light simply tells you it's plugged in, but there's no indicator to tell you when the computer is fully charged. lacks the portability elegance of the apple charger, but costs a lot less.",job,costs,,,,"job,costs",POSITIVE
1,nice product: works very well and at a very reasonable price. it is built a lot stouter than the apple power supply it repaces and at less than half the cost. you might miss the light on the plug but it work fine witout it. i doubt that the light is worth an extra $50.00.,works," price,cost,",stouter,,,"works, price,cost,$,stouter",POSITIVE
1,"better than apple: much more durable than the apple adapter (my apple one broke in 2 months), and much better priced. i think this is the best one around for the value. only downside is that there is no indicator as to when it is charging (the apple one has green v. amber color). all in all, a great buy.",,"priced,",,,durable,"priced,durable",POSITIVE
1,"good value, fair design: purchased this to replace the oem power adapter (puppy chewed it up). works fine, does the job. a little bulkier than the oem, and i would have liked the same type of led system to indicate charging/fully-charged status. still, for the price, it's just fine.",works,price,,,,"works,price",POSITIVE
1,"mac g4 power attack: this unit is well built and works really well. it was just used to startup from a drained battery(left my mac on battery all nite..duh). well, at 0% charged, i plugged this unit in and starting web browsing, in minutes the charge was at 2% and rising, as well as keeping up with the browsing demands. for the price, it cannot be beat. it also seems i keep forgetting to unplug the original charger when i pack to do travelling, so this new unit makes a great spare to keep packed in my laptop case.",,price,,,,price,POSITIVE
1,works well: this charger is just what i needed to replace my apple charger and it costs a whole lot less. the only recommendation is that you make sure to plug it into a surge protector as there is no third-prong ground on it.,works,costs,,,,"works,costs",POSITIVE
1,works for me: i like this a lot - it does not bend at the junction the way the mac one does and the mac one almost encourages that break with the way the cord wraps up. this one has a super long cord (that i keep partially coiled). the only drawback is it doesn't have the green/red charge clue around the plug but you can always look at your screen to see what % charged you are.,works,,long,,,"works,long",POSITIVE
0,"did not charge my g4 unless the laptop was closed!: short and simple: this charger did not charge my laptop's battery unless the computer was either off or at least in standby mode with the lid closed.it could keep the computer operating while plugged in, but it wouldn't charge my battery. i've seen other reviews with different results, but for me, this thing was pretty much useless.",useless ,,,,,useless,MIXED
0,"bad product, worse customer service. do not buy from macally!: after two go bad experiences with this product, all i can say is do not buy anything from macally, at all. the first ac adapter for my g4 laptop went bad within 6 months and the second ac adapter was shot in less than five. when i say this product is junk, i'm not exaggerating. basically, when you started to hear a high pitch whine, that was all she wrote. within a week or so, the unit was dead. after the second one went dead i contacted macally's customer service representative which was an exercise in futility. i was stonewalled at every turn. i finally just asked them to send me a new unit and they demanded proof of purchase. i then offered to send the old unit in but they wanted a receipt. all of this for a twenty dollar ac adapter. i'm sure this guy has a lot of practice giving his customers the shaft by virtue of the other bad reviews for this product. do yourself a huge favor and do not buy anything from macally.",,dollar,,"customer service,receipt,customers",,"dollar,customer service,receipt,customers",NEGATIVE
0,"another defective one...: this product would intermittently charge my computer, charging about half of the time and not charging the other half. it has 3 1/2 stars as an average from so many reviews because you get exactly what you pay for with this one - a cheap alternative.i was happy with the first one i bought. it lasted about a year and a half with heavy use. i thought i'd try another one but odds are you'll end up with a defective one of you buy a few of them.",,pay,,,defective,"pay,defective",NEGATIVE
0,"disappointing and dangerous: like every other mac user, i think the replacement power cord with the bulky, cumbersome block is overpriced and less than durable, so i decided to outsource. what i got was never quite up to speed, but since my laptop mostly stays plugged in, the quick charge wasn't a must. unfortunately, after a scant 8 months, with very little movement or unplugging (i've packed up my laptop for travel exactly twice in that time), the power cord has given out. there seems to be a short between the wires, with the hazardous side effect of causing random sparking at the connection between the computer plug-in and the wire. needless to say, i'm not going back to this product!",,overpriced,short,,durable,"overpriced,short,durable",NEGATIVE
1,"nice low-cost option. very pleased.: very pleased with this product that i bought as a replacement for a worn out apple power cable. apple has changed their plug system with the newest machines, but for anyone out there with a pre-intel mac this is a great option at half the price of apple's own product. only gripe is that there is no power indicator light on the plug end, which is a feature on apple's stock power cord.",,"cost,price",,,,"cost,price",POSITIVE
1,"charges: this charger works great and charges as well as the apple product that costs twice as much. i miss the green and orange light at the end of the plug, but this one does have a blue light indicating it is plugged in.",,costs,,,,costs,POSITIVE
